post_shortcode,commenter_username,comment_text,comment_likes
DFXG2mXoGj6,<Profile avhishek_ (7117713430)>,"Use Kiya hai kabhi kabhi ""Sorry, that's beyond my current scope.
Let's talk about something else"" reply deta hai :face_with_tears_of_joy:",0
DFXG2mXoGj6,<Profile imjahan__ (39483958417)>,disloyal,0
DFXG2mXoGj6,<Profile nareshkumarthonupunoori (3296415953)>,Bro how about kimi.ai,0
DFXG2mXoGj6,<Profile ca_sujit_danawale (36626694245)>,But it’s from China so a bit skeptical on it’s security :grinning_face_with_sweat:,0
DFXG2mXoGj6,<Profile satyabrata.sm (7583126115)>,Bhai yr glt kara tuune mai pura video dekhke jaanehi balatha deepseek ko search krne pr cmt padhne chala aaya phir ladki ka cmt pin krdiya hai ab uske profile dekh rahahun :loudly_crying_face:,0
DFXG2mXoGj6,<Profile sav9sud (394728164)>,Pls give link to the free course,0
DFXG2mXoGj6,<Profile amguddu_18 (60846628624)>,So chatgpt is the first AI to lose the job because of an AI,0
DFXG2mXoGj6,<Profile fatima_anzyy (11474343838)>,Hum logon se pehle Chatgpt ki job AI ne leli:skull:,0
DFXG2mXoGj6,<Profile _zain_05 (15210045014)>,Sarvar ka bahut issue hai isme...,0
DFXG2mXoGj6,<Profile sherry._.504 (40056838327)>,Jo sabki jobs replace karne aya tha khud hi replace hogya :loudly_crying_face::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile qpwoeirutyalskdjbvbxisshfjif (49691153372)>,Arunachal Pradesh and Ladak ke bare mai isko pata nahi h :crying_face:,0
DFXG2mXoGj6,<Profile bhupesh_marko (6221543442)>,Tu hat,0
DFXG2mXoGj6,<Profile _exotic.harssh (19836178684)>,deepseek give high traffic issues while chat gpt Don't,0
DFXG2mXoGj6,<Profile _mangal_lm (12101607442)>,"USA - Open Ai Launched 
China - Deepseek Launched 
India - Pushpa 3 kab Launch hoga :smiling_face_with_tear:",0
DFXG2mXoGj6,<Profile farhan_k23_ (48213846842)>,India with astro talk :skull:,0
DFXG2mXoGj6,<Profile rahul_rb_78 (12014392757)>,Chutiya h deepseek :rolling_on_the_floor_laughing: arunachal pradesh puchna kis country ka h:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile anubhav_sambyal (1253151822)>,"Try asking DeepSeek any sensitve question regarding INDIA and CHINA.

Eg. Is arunachal a part of INDIA
You’ll get the answer.

National security gayi tel lene!
Thats how narratives are build.",0
DFXG2mXoGj6,<Profile _astha._shukla_ (8007224136)>,I'm not cheating on my ChatGPT...no way:full_moon_face:,0
DFXG2mXoGj6,<Profile maxflash606 (8014579006)>,Taiwan vs Chinese Taipei,0
DFXG2mXoGj6,<Profile ijyotishmoy05 (14439805142)>,Is it safe?,0
DFXG2mXoGj6,<Profile aritrxvx_dxs (4761580066)>,teri ma ki,0
DFXG2mXoGj6,<Profile arhant_009 (67208755775)>,Shame on you for promoting chainese app,0
DFXG2mXoGj6,<Profile moyongggggg (5451641496)>,Try asking about Arunachal Pradesh :saluting_face:,0
DFXG2mXoGj6,<Profile mdazh_26 (4651738358)>,https://www.linkedin.com/posts/mohd-azhan-a-a3b850198_deepseek-ai-openai-activity-7290267267970252800-fMxH?utm_source=share&utm_medium=member_android,0
DFXG2mXoGj6,<Profile _.chichi_07 (39064936468)>,:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile __alimehdi (50124185436)>,Chat gpt ki job chali gyi...:face_with_open_mouth:,0
DFXG2mXoGj6,<Profile sacksoffender (64783394013)>,Bhaai chatsutra pe video banav crazy hai woh bhi :gorilla:,0
DFXG2mXoGj6,<Profile _omeshhx (50762331722)>,Was about to scroll then saw this guy account,0
DFXG2mXoGj6,<Profile ayush_jadhav_04 (31488531716)>,Is our data/info safe as it's a China's ??,0
DFXG2mXoGj6,<Profile yumeneko2004 (65120220237)>,@ezsnippet Does it collect data?? I heard a number of graphic cards are being imported to China,0
DFXG2mXoGj6,<Profile nidhihehe (3204625421)>,:skull::skull:,0
DFXG2mXoGj6,<Profile abhi__patill__96k (48917355124)>,Bhai chaina bharosa kar sakte hai kay nahi tum batao,0
DFXG2mXoGj6,<Profile thegoofsoul (47566397368)>,The fact that deepseek's app logo is a BLUE WHALE :whale::skull:,0
DFXG2mXoGj6,<Profile manojkhadka2 (8109246607)>,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile harshiil___sharma (50244653326)>,I am suspicious regarding CHINA's invention for security,0
DFXG2mXoGj6,<Profile do.lly767883 (60182175675)>,Share it please,0
DFXG2mXoGj6,<Profile hrishikesh_2710 (4346022039)>,Its accuracy is way better than gpt,0
DFXG2mXoGj6,<Profile iamnaveen168 (2233180905)>,Bhai ki entry always awesome :face_with_tears_of_joy::face_with_tears_of_joy: @ezsnippet,0
DFXG2mXoGj6,<Profile sooraj_itis (13540754230)>,AI is taking AI's job:loudly_crying_face:,0
DFXG2mXoGj6,<Profile karan_dev_7 (30008648622)>,Don't make this type of reels I get confused :loudly_crying_face::loudly_crying_face::loudly_crying_face: whenever I watch this,0
DFXG2mXoGj6,<Profile shridhar_kengar007 (8019561607)>,Hat bhencho,0
DFXG2mXoGj6,<Profile aaryan_verma (1575619286)>,"Two corrections: you can use images with R1 which can be used ONLY for text extraction but not when you have enabled Search also. Secondly, deepseek also used Nvidia GPUs to train even though US do not allow china to use them they still source them through other shell companies.",0
DFXG2mXoGj6,<Profile rudymorningstar (54388601916)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:kya dhaka diya be :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: oh man,0
DFXG2mXoGj6,<Profile anshikasingh_2602 (50527071589)>,That's really insightful :raising_hands:,0
DFXG2mXoGj6,<Profile satya_jeett (5988569687)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile mr.devrx (58083711528)>,Ask it arunachal pradesh in which country :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile strawberry_kunn (45933739668)>,Isse backend likhwaunga :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile johndavid_jd (1418737305)>,India has astrotalk :raising_hands:,0
DFXG2mXoGj6,<Profile _call_me_vats (5606857916)>,Bro content ladki by ladki :chart_increasing:,0
DFXG2mXoGj6,<Profile dhirajpagare63209 (7311912757)>,Tu chines hai bhai:loudly_crying_face::rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile dhirajpagare63209 (7311912757)>,AI lost Job Because of AI:rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile vineet.sangat (70972161641)>,What about data security?,0
DFXG2mXoGj6,<Profile vimxl.13 (49586169244)>,Kyu hatadiya use :enraged_face:,0
DFXG2mXoGj6,<Profile shahzad_712 (3222645799)>,China :skull:,0
DFXG2mXoGj6,<Profile rudrraa09 (71716242524)>,tu bhai h bhai:raising_hands::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile its_art2.0 (50254871406)>,Chat GPT lost job to a AI??:loudly_crying_face:,0
DFXG2mXoGj6,<Profile lovieh8mfs (57034999358)>,"i must admit that your tech content is good but imma hit an unfollow, that continous disrespect to the girls isnt smth i wanna see and yeah i cared enough to comment.",0
DFXG2mXoGj6,<Profile kunal_mhaske_8 (65799995700)>,It is  also better than google Gemini,0
DFXG2mXoGj6,<Profile prashantmishra.43 (6941884902)>,"Bhai isse puch Tiananmen Square 1989, results.. Hang ho jaayega..",0
DFXG2mXoGj6,<Profile pvt.abdullah18 (38524653027)>,Abyy iska bhi comeback hogya meri reels me,0
DFXG2mXoGj6,<Profile soam_deep (4712575722)>,One AI is losing its job to another AI ... Cool.,0
DFXG2mXoGj6,<Profile kshatriya_jain (45600020504)>,2 min silence for those who took chatgpt course :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile q.rehxan.p (36386633835)>,Loading problem,0
DFXG2mXoGj6,<Profile c_10h15_n (67663614438)>,Ask about northeast :skull:,0
DFXG2mXoGj6,<Profile tanishqbuley_789_ (50688465037)>,Thanks Bhai :raising_hands_medium-light_skin_tone:,0
DFXG2mXoGj6,<Profile mukul.__.13 (22164006414)>,Ustaadji iska toh jb dekho server hi bussy rehta h,0
DFXG2mXoGj6,<Profile yashm.ehta99 (48539742827)>,Bhai tu humme dekhnede :skull:,0
DFXG2mXoGj6,<Profile mah_noor_bhatti (4185357572)>,:skull::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile faisal.moazzam (4116787852)>,Deepseek aa gaya Deepthroat kab aaye ga :red_question_mark:,0
DFXG2mXoGj6,<Profile __capturer___ (67281326925)>,Bhai this guy :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: Love u mere bhai :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile yadav_avinash_0_7 (47362703148)>,Bhai ye Chinese hai ye Arunachal Pradesh ko India ka part nhi bataya hai :crying_face:,0
DFXG2mXoGj6,<Profile v_i_s_i_o_n_a_r_y_3_7_9 (48822254152)>,,0
DFXG2mXoGj6,<Profile abayjeet (4678226526)>,Bsdk,0
DFXG2mXoGj6,<Profile dushyant_504 (288556722)>,"Will not give my data to china,, so will not use it:raising_hands:",0
DFXG2mXoGj6,<Profile salimansarix (46959797439)>,:fire:,0
DFXG2mXoGj6,<Profile shubhkardam47 (10504962881)>,"USA- chat gpt
CHINA- deepseek
INDIA - Astrotalk ( mujhe saccha pyaar kab milega):loudly_crying_face:",0
DFXG2mXoGj6,<Profile btw_mr.happy (59681575046)>,:raising_hands:,0
DFXG2mXoGj6,<Profile asis25225 (69404751495)>,:crying_face:,0
DFXG2mXoGj6,<Profile achang.riame (4104563158)>,Ask deepsea about arunachal pradesh :loudly_crying_face:,0
DFXG2mXoGj6,<Profile _kanhaiya__7 (56326738243)>,"""AI took AI's job—soon, robots will be complaining about unemployment too!""",0
DFXG2mXoGj6,<Profile arjun_4447_ (44778334047)>,Tmkc,0
DFXG2mXoGj6,<Profile nishant_kadian_fit (1110736080)>,"Deep seek chal toh rha bhi nhi dhang se :face_with_tears_of_joy:, 1 hour m Ek query handle kr rha h. Kl se test kr rha hu isko",0
DFXG2mXoGj6,<Profile amaank_018 (7544733770)>,In india ! Comments link and i sent you a course,0
DFXG2mXoGj6,<Profile keerthanasuresh2000 (30100240364)>,Qwen 2.5 :skull: @ezsnippet,0
DFXG2mXoGj6,<Profile rpmdelhi (5524878290)>,Onlything Deepseek don't know Arunachal Pradesh :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile zeshanmukhtar01 (33164063740)>,Chat gpt will be the first ai model who will lose it's job due to Ai.:skull::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile itx_your_boy_zain (71646861181)>,But hackers from America hacking deepseek,0
DFXG2mXoGj6,<Profile mysterio_0311 (57627009701)>,Images kr skte hai upload,0
DFXG2mXoGj6,<Profile mysterio_0311 (57627009701)>,But chatgpt ko dhoka kese du,0
DFXG2mXoGj6,<Profile alphan8gga (71923818664)>,There's no way I am gonna betray my therapist:loudly_crying_face::loudly_crying_face::raising_hands::raising_hands:,0
DFXG2mXoGj6,<Profile rishav.321 (47855622239)>,Beta china hai woo usa py bharo kar china py nhi:face_with_open_mouth:,0
DFXG2mXoGj6,<Profile eagertolearnaman (44484649959)>,"So u mean the AI which was built to replace humans has now been replace by another AI created by humans, bada aaya hmari job khane wala",0
DFXG2mXoGj6,<Profile __.interior_designer_mumbai (48505183384)>,Deepseek app India mein nhi chalta kya ?,0
DFXG2mXoGj6,<Profile its.sarthak101 (48315712331)>,Can it tell what happened in Tiananmen Square in 1989?,0
DFXG2mXoGj6,<Profile rittik_garg (410338393)>,"Should I log in using my Google account? Would it be safe, since it's a Chinese AI",0
DFXG2mXoGj6,<Profile anonymous.amit (52652056084)>,anyone can tell me the name of black board software he is using,0
DFXG2mXoGj6,<Profile _kushagra_pandey (6069325456)>,But privacy ka kya :crying_face:,0
DFXG2mXoGj6,<Profile mohit.json (27169529633)>,List the states of india :skull_and_crossbones:,0
DFXG2mXoGj6,<Profile its_dhanesh_joshi_ (47736594285)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile mystified_raj (1301517206)>,BC server busy aata hai hamesha,0
DFXG2mXoGj6,<Profile gokulll.05_____ (62780804285)>,Chatgpt jitna pro ni laga mere ko,0
DFXG2mXoGj6,<Profile ahxaneditx_real (47156908430)>,Bhai image Tu Dal sakty ha,0
DFXG2mXoGj6,<Profile huzaifa.ghori (2287422621)>,Aray hata bhai isko UNKO WAPIS LAO,0
DFXG2mXoGj6,<Profile naitikyadav_11 (57426604738)>,"bhai ispe search karo arunchal pradesh is part of and lac ke bare mein
reply nahi aayeag",0
DFXG2mXoGj6,<Profile tag.anon (53916408375)>,USA innovates :light_bulb: China copy and refine the product l. And India makes cources on how to use them :expressionless_face::man_facepalming:,0
DFXG2mXoGj6,<Profile dhruvpandya88 (1430403874)>,Chaina ke bharose mat raho.. pata nai kya kar de laptop me:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile lalithsenpaiii (29609074793)>,:fire::fire::fire::fire:,0
DFXG2mXoGj6,<Profile runqt_ (49581556884)>,northeast ke baare me pucho... censored ho jata hai:loudly_crying_face::loudly_crying_face:,0
DFXG2mXoGj6,<Profile shrutiii_explores (2902165631)>,Please.  I used it currently.  It’s not the best.  Takes a lot of time not as prompt as ChatGPT.  And it shows errors that server is busy.  Never the case with ChatGPT,0
DFXG2mXoGj6,<Profile offline.afifa (67762682790)>,Her body :fire:,0
DFXG2mXoGj6,<Profile sukshamjeet_singh (5583610886)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile scrapy.in (49515863729)>,App me images daal sakte hai :skull:,0
DFXG2mXoGj6,<Profile n_r_sri_ (8458949688)>,"Bhai dekhne de yaar, har baar ajata hai beech me",0
DFXG2mXoGj6,<Profile pawan_kuchh_bhi (6678067053)>,@______vedant___ @pratik_k_1777,0
DFXG2mXoGj6,<Profile itsadil_khan (15143410375)>,@ezsnippet bhai privacy policy ke bary me video banao:skull:,0
DFXG2mXoGj6,<Profile rohanchaudhary81vk18 (9188405734)>,Programmers- maaro bc ek dusre ko :new_moon_face::new_moon_face:,0
DFXG2mXoGj6,<Profile whorohitsaini (5701733320)>,:skull:,0
DFXG2mXoGj6,<Profile ll_shekhargarud_ll (6007365211)>,Course for automation :raising_hands:,0
DFXG2mXoGj6,<Profile kshatriyapraveenchauhan (4528114525)>,But Har time server busy batata rehta indino,0
DFXG2mXoGj6,<Profile akash_ganiger_01 (59099184717)>,Bhai china used H800 chips instead of GPU chips.but the thing is H800 chips are more costlier than GPU.and they made deepseek within $6m.could you explain how?..,0
DFXG2mXoGj6,<Profile saurabhxj (3524600775)>,"They will store your shit on Chinese servers, shouldn't we not let them do that? Instead download their open source version and run it locally?",0
DFXG2mXoGj6,<Profile shiv.gpg (6787558815)>,@ezsnippet bhai wiz.io says there are security concerns you have any views ?,0
DFXG2mXoGj6,<Profile aslam_kathat07 (53927200900)>,Sir ye padne nhi deti:crying_face::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile pi.station.11 (63882380193)>,"sir, m is saal 12 ke exam dunga , toh mjhe 12th  ke baad  BCA  krni chahiye ya nhi",0
DFXG2mXoGj6,<Profile lavmittal26 (1585495907)>,@ezsnippet The under 6Mn thing is only for their final model run and not the whole project. Though it is still less costly than ChatGpt,0
DFXG2mXoGj6,<Profile shivamkmofficial (5595264756)>,Are bhai aj pata laga bhai sahab mere padhate bhi hai:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: joke sapat ke taraf kuch badhiya padha doge kya yahi baju wali gali me rehta hu:face_with_tears_of_joy::face_with_tears_of_joy:acha suuno bhai ek baat haar baar ladkiyo ko bhagana jaruri hai kya video se:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile just_dhaval (481952771)>,India ki states list nahi kar pata. Tianamen square pe kya hua vo nahi bata sakta,0
DFXG2mXoGj6,<Profile vaibhavvvwvv (41923014870)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile alpha.knowz (53305332886)>,Deepseek :cross_mark:  China Censorship:check_mark_button:,0
DFXG2mXoGj6,<Profile ad1tyaxd (12101107498)>,it even generates better prompts then gpt,0
DFXG2mXoGj6,<Profile jing.fdd (69620993629)>,:fire:,0
DFXG2mXoGj6,<Profile rez_zo__ (17856667006)>,Not working properly in my country,0
DFXG2mXoGj6,<Profile samyy__x_07 (47173453608)>,Kbka paisa download kr diya ha,0
DFXG2mXoGj6,<Profile himanshu_pal_143g (49945999212)>,Bhai ye pdf bhi convert nhi kar pa rha hai. :face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile nischay.ix (48766847116)>,App toh China ka use nahi karte ho :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile sudhanshu_raj99 (51660054593)>,USA -chat gpt china - deepseek. india -  astrotalk,0
DFXG2mXoGj6,<Profile rohnkrm (61889624925)>,:face_with_tears_of_joy::face_with_tears_of_joy:,11
DFXG2mXoGj6,<Profile div_ansh45 (9053292088)>,:raising_hands:,0
DFXG2mXoGj6,<Profile _._._sureshr_._._ (6792045836)>,:skull:bros ignorance day by day:chart_increasing:,0
DFXG2mXoGj6,<Profile editz.rpm (63133968799)>,Check out my edits :smiling_face_with_tear:,0
DFXG2mXoGj6,<Profile sunia.rahul (8750517509)>,And all set,0
DFXG2mXoGj6,<Profile er_rahul_katre (7537031419)>,Bhai mail nhi aa rha,0
DFXG2mXoGj6,<Profile pt_parker_786 (63207705351)>,Bro chat gpt baap hai iss ka,0
DFXG2mXoGj6,<Profile __.anishhhhhh (21422947287)>,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile dilpreeetsingh (51640624684)>,:face_with_tears_of_joy::rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile the__priya_ahuja_ (6952451905)>,:face_with_tears_of_joy::face_with_tears_of_joy:,1
DFXG2mXoGj6,<Profile abysssx_0 (57936088696)>,Dekhne do na yrr,0
DFXG2mXoGj6,<Profile sharma.roshan.10690 (49989379218)>,:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile monusah14 (68941898438)>,:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile supzammyy (67637194875)>,Ab hack attack ho rhe hai website pe. I wonder who'd have done that.,0
DFXG2mXoGj6,<Profile ig.ompandey (9433540945)>,@ezsnippet web3 k liye hai kchh ?,0
DFXG2mXoGj6,<Profile rajput_atulsingh_up65 (37289075237)>,bhaiya ye deepfake ki tarah hot hai kya,0
DFXG2mXoGj6,<Profile nisargshah.07 (48270324028)>,Login hi nai ho raha :crying_face:,0
DFXG2mXoGj6,<Profile _tushar_1920_ (61298132582)>,Controvery  ye iska logo vahi h jo blue whale game ka tha:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile himanshu_p16 (4020758292)>,"I've been using DeepSeek. If you put in the right prompts, you'll get better replies than ChatGPT. What an advancement. Nice video ez bhai :OK_hand:",0
DFXG2mXoGj6,<Profile smile_with_uk (26972823649)>,Paid promotion :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile yashsuthar57_ (48622589591)>,:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile darshil_lunagariya_007 (61780914517)>,You can upload images as well,0
DFXG2mXoGj6,<Profile vedant_mandwe_97 (3052082761)>,:moai::moai:,0
DFXG2mXoGj6,<Profile chirayu_15_ (57581804435)>,:raising_hands::raising_hands::raising_hands:,0
DFXG2mXoGj6,<Profile megumi._8 (53047517192)>,Meine esko aapna ek idea Diya aur esne bna diya bas kuch changes karene h jo mujhe aata nahi :loudly_crying_face:,0
DFXG2mXoGj6,<Profile s0urav_18 (7521896852)>,"Bro do you have a dog? I adopted a beagle,give your suggestions like you give coding knowledge :red_heart:",0
DFXG2mXoGj6,<Profile swayamsnippet (69796006887)>,Entry karo @ezsnippet :red_heart:,0
DFXG2mXoGj6,<Profile _.aaffaann._ (12915199905)>,Bhai chatgpt ka bs copy hai aik sawal krne mein 3 dfa galiyan suni hai isne,0
DFXG2mXoGj6,<Profile _vinay__p_ (50741110374)>,Gand faad di bhai market ki:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile __knownasvishal (65922501033)>,Its saying that it is under attack by the hackers... isn't it?,0
DFXG2mXoGj6,<Profile afrasiabnadeem (2355307826)>,Please share,0
DFXG2mXoGj6,<Profile grow_teen (6217503926)>,The entry>>>>>:collision::collision::collision::collision:,0
DFXG2mXoGj6,<Profile ep_4937 (14040487450)>,Bro it is not saying anything on china. How can this be open source and not controlled by china,0
DFXG2mXoGj6,<Profile chatterjee_kush.21 (65711978837)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile rohnkrm (61889624925)>,The right way of click bait :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile rabailkhattak.2 (71528486158)>,Hhhh,0
DFXG2mXoGj6,<Profile divyanshu__anand (4341448924)>,Bhai I'd bta de :skull:,1
DFXG2mXoGj6,<Profile rabailkhattak.2 (71528486158)>,Guys follow me please.  Don't like only.,0
DFXG2mXoGj6,<Profile ore.ozu (68217712860)>,bhai broadcast channel kaise join karu bata de,0
DFXG2mXoGj6,<Profile muhaymin_099 (3291101527)>,Very helpful,0
DFXG2mXoGj6,<Profile __melodius_ (56329411722)>,Bhai can you explain about app sheets,0
DFXG2mXoGj6,<Profile marsh_mel10w (58522308972)>,Where's the broadcast,0
DFXG2mXoGj6,<Profile rationalist_karan (60139477690)>,@ezsnippet  apki bajah se meri koi bandi nahi :crying_face:,1
DFXG2mXoGj6,<Profile mzolo_2 (48795591841)>,:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile a7nur0g (1959511258)>,Bhai jis ldki ko aapne dhakka mara hai abhi wo gattar me padi h uska sar phut gya :head_shaking_vertically:,0
DFXG2mXoGj6,<Profile yaseen_shaikh_001 (33884589075)>,:fire::fire:,0
DFXG2mXoGj6,<Profile mit_sondagar (66053710438)>,Coding me help karta hai?,4
DFXG2mXoGj6,<Profile s_weet_bunjny (67060466104)>,,0
DFXG2mXoGj6,<Profile prathamesh.kasar.399 (8012654552)>,Abe hatt na:face_with_tears_of_joy:,1
DFXG2mXoGj6,<Profile vedant_yadao (40699287102)>,Thank You Bhai :red_heart:,0
DFXG2mXoGj6,<Profile rohankudiyaa (3513999434)>,Aaj subah he download Kiya hai. I'm impressed by it:smiling_face_with_heart-eyes:,0
DFXG2mXoGj6,<Profile sumitkaithwas_52 (44514268579)>,Bhaii apne ese hi hata diya ladki ko:crying_face:,0
DFXG2mXoGj6,<Profile priyankarana.in (1608347685)>,:face_with_tears_of_joy::fire:,0
DFXG2mXoGj6,<Profile kushalgor_ (39492007307)>,I am telling you Chaina ka Ai nahi hai backend mai bande bithake rakhe hai,0
DFXG2mXoGj6,<Profile hsingh1515 (2342144202)>,Ladkiyo ki le rakhi hai tumne:cat_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile dope.bishal (52241959365)>,Deepseek:fire:,0
DFXG2mXoGj6,<Profile rahulnam.dev (12154319635)>,Openai wali didi to paid version hai,0
DFXG2mXoGj6,<Profile tushar.s910 (7528493457)>,:face_with_tears_of_joy::fire:,0
DFXG2mXoGj6,<Profile rakavi.ratankar (39416453757)>,Best way to say go away:smiling_face_with_heart-eyes:,0
DFXG2mXoGj6,<Profile chinmay.ghungurde (3167364932)>,Good. Try asking it about Tiananmen square next.,0
DFXG2mXoGj6,<Profile rupeshambulkar2003 (52091293462)>,Can u make on Google mariner,0
DFXG2mXoGj6,<Profile prajwal2.7 (5599921508)>,kuch bhi bolo bhai bhi achi achi video late he,0
DFXG2mXoGj6,<Profile sarwajeet.pandey (12187983025)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile physiqueexpert (4050782651)>,I wish  RIL Jio could upgrade Indian two.ai to make it competitive,0
DFXG2mXoGj6,<Profile hakiratuki (45293551703)>,Acha hua Sir bacha liya warna padhai ke jaga Hila leta :shushing_face::rolling_on_the_floor_laughing::face_with_tears_of_joy:,3
DFXG2mXoGj6,<Profile neel.ansh7 (60604184041)>,Search about a man in front of tank with grocery bag in china in deepseek and watch,0
DFXG2mXoGj6,<Profile nixantcreatives (8009139105)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile aniruddhav1806 (51959418076)>,"Jokes apart, China always comes with something better and cheaper.",0
DFXG2mXoGj6,<Profile abdul._._.wasay (59078008229)>,What about Copilot ??,0
DFXG2mXoGj6,<Profile ankit.deomir (3179558030)>,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile sanjay_xd (1608474979)>,Aa gya bhai… image generation b de diya inhone…,0
DFXG2mXoGj6,<Profile ayusshv_ (32023541036)>,Kitne pyse mile hn iske :skull:,0
DFXG2mXoGj6,<Profile rajpoot_tarun_singh (8249337220)>,"A small correction, It can parse image also.",0
DFXG2mXoGj6,<Profile ab_freak_14 (15059241102)>,Bhai thoda aur khaofnaak tareeke se hatana tha satisfaction aadha hi mila:pinched_fingers_light_skin_tone:,0
DFXG2mXoGj6,<Profile rraimax_gaming_army (44564392836)>,Informative content :smiling_face_with_heart-eyes::fire::raising_hands:,0
DFXG2mXoGj6,<Profile apogix (65790649005)>,"Can anyone give me exact roadmap for creating pc software and mobile apps like what platforms to use to create those , also what I need to learn to master it",0
DFXG2mXoGj6,<Profile tosif._.raza (45565514470)>,Made in chaina,0
DFXG2mXoGj6,<Profile luvlita__ (8457626004)>,:face_with_tears_of_joy::face_with_tears_of_joy::rolling_on_the_floor_laughing:,0
DFXG2mXoGj6,<Profile aadilz372 (60431996954)>,Girls be like :- mujhe q todaa:crying_face:,0
DFXG2mXoGj6,<Profile ishubhamchauhann (8464013862)>,Ayeee prime ko dekh ke aaye h aaj ez bhai,3
DFXG2mXoGj6,<Profile bpn_ydv (2215113931)>,It can't even name all the states of India :upside-down_face:..i wonder why :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile sumitaryasingh (26817623152)>,Tu itna pichhe kaise reh gaya,0
DFXG2mXoGj6,<Profile sagarshende23 (2219222544)>,Down hai deepseek,0
DFXG2mXoGj6,<Profile shaikaiyazz (10958441694)>,:face_with_tears_of_joy::face_with_tears_of_joy::fire:,2
DFXG2mXoGj6,<Profile freaky_utkarsh (1455807914)>,Bhai recharge ke paise vasul ne nahi dega :crying_face:,0
DFXG2mXoGj6,<Profile theharshadkanade (5415231568)>,Use on local machine,0
DFXG2mXoGj6,<Profile iampriyankamaheshwari (585861669)>,रोज़ का नया प्रोजेक्ट आ जाता है :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile notjayanand (1306802321)>,Local setup pe kuch bana do.. china ka webapp nhi use karna,0
